time,total_frp,total_cofire,total_co2fire,total_pm2p5fire,country
2019-06-22,3.50170609354973,2.59357887555378e-07,4.17663527141343e-06,2.33804055872755e-08,Vietnam
2019-06-23,0.944121956825256,6.253406881207009e-08,1.05167076114299e-06,5.57344004281646e-09,Vietnam
2019-06-24,1.9040967077016802,1.38900556390098e-07,2.2492876574631303e-06,1.23737379682798e-08,Vietnam
2019-06-25,2.61747244000435,2.1930150301274802e-07,3.5070000237169603e-06,1.97699386861316e-08,Vietnam
2019-06-26,2.08376170694828,1.2910259133969098e-07,2.19777722776371e-06,1.13221454919876e-08,Vietnam
2019-06-27,2.17887848615646,1.1210024181140802e-07,1.79427908930663e-06,1.01303407225306e-08,Vietnam
2019-06-28,1.34572607278824,8.904620829586211e-08,1.63545533737874e-06,8.02715581504909e-09,Vietnam
2019-06-29,1.0163402408361402,7.3484734408602e-08,1.39507345142675e-06,6.37966087943531e-09,Vietnam
2019-06-30,2.61218826472759,1.3054346781338198e-07,3.18076732597206e-06,1.0796349064756701e-08,Vietnam
2019-05-01,18.034085070714397,1.1885236678166299e-06,2.11829556135967e-05,1.04385242873095e-07,Cambodia
2019-05-02,15.020954813808201,8.801011279757629e-07,1.63261256389546e-05,7.70724126325506e-08,Cambodia
2019-05-03,16.440754365176,9.14513685057461e-07,1.67105711330606e-05,8.00025252434278e-08,Cambodia
2019-05-04,11.124393265694401,7.377191875157509e-07,1.2712336625142501e-05,6.55089345130699e-08,Cambodia
2019-05-05,7.58278191275895,5.17908970598668e-07,9.265140390013471e-06,4.57306776405209e-08,Cambodia
2019-05-06,4.81154331378639,3.3638273744252e-07,5.66416608016596e-06,3.0085972491100696e-08,Cambodia
2019-05-07,2.8790382742881806,2.0131345668250602e-07,3.46001092488279e-06,1.78946129442137e-08,Cambodia
2019-05-08,4.59068556502461,2.8820516007055396e-07,6.14472316584624e-06,2.4592012287660803e-08,Cambodia
2019-05-09,3.37070957198739,2.2368161800567797e-07,4.61334792056789e-06,1.92550224376031e-08,Cambodia
2019-05-10,0.370725464075804,3.57030276454395e-08,5.70261047272425e-07,3.2440526653854103e-09,Cambodia
2019-05-11,0.0999118313193321,9.893610375399929e-09,1.53778259459614e-07,8.89498308342951e-10,Cambodia
2019-05-12,0.0,0.0,0.0,0.0,Cambodia
2019-05-13,0.0,0.0,0.0,0.0,Cambodia
2019-05-14,0.176160328090191,1.37650223996921e-08,2.37074827325046e-07,1.25576232051783e-09,Cambodia
2019-05-15,0.541627284139395,3.01109875922023e-08,6.85594766736131e-07,2.56384810604082e-09,Cambodia
2019-05-16,0.652056142687798,5.20489922273271e-08,9.547067030268859e-07,4.60446178407459e-09,Cambodia
2019-05-17,0.9701964519917959,6.4093387652786e-08,1.2686707027143e-06,5.7032539108048405e-09,Cambodia
2019-05-18,0.31025252118706703,2.23681619893057e-08,4.22890222395722e-07,1.93596687986242e-09,Cambodia
2019-05-19,3.1077837478369505,2.3658632647416395e-07,4.325013637895839e-06,2.07724017500799e-08,Cambodia
2019-05-20,1.22260526008904,7.957903797040089e-08,1.5441900611534701e-06,6.959016148055939e-09,Cambodia
2019-05-21,1.5197115018963798,1.02807512947223e-07,2.06319170459324e-06,8.84265961148545e-09,Cambodia
2019-05-22,2.2848257906734903,1.3291850198271502e-07,2.90897211385754e-06,1.1197214030978e-08,Cambodia
2019-05-23,1.4171704351902,4.08649105665404e-08,6.59965053273481e-07,3.6103165873546705e-09,Cambodia
2019-05-24,0.6836072448641061,2.8820516084771003e-08,6.92002199542685e-07,2.3022309406095497e-09,Cambodia
2019-05-25,1.32777564227581,8.9902804312203e-08,1.7876723141796398e-06,7.796190998332621e-09,Cambodia
2019-05-26,5.66079385578632,4.0993957084456396e-07,8.04132153930937e-06,3.563225627056799e-08,Cambodia
2019-05-27,1.9982365295290903,1.4324226649264902e-07,2.83208299833859e-06,1.2400652893429499e-08,Cambodia
2019-05-28,0.633651334792376,3.91442825931065e-08,6.920021959899709e-07,3.4010228730507696e-09,Cambodia
2019-05-29,0.349691409617662,3.35522418737355e-08,5.382239223195029e-07,3.03475883312032e-09,Cambodia
2019-05-30,0.144609220325947,6.882511449646241e-09,1.8581540217610398e-07,5.2323428922918e-10,Cambodia
2019-05-31,0.6783487237989899,3.3552242761913904e-08,8.32965573849265e-07,2.72081841778959e-09,Cambodia
2019-05-01,8.10337514057755,7.544952985161221e-07,1.25072988481634e-05,6.79681352658279e-08,Laos
2019-05-02,4.67482189182192,4.40910878252154e-07,7.227578381119321e-06,3.9190249032095e-08,Laos
2019-05-03,10.914052663371,1.0543147050956498e-06,1.69860906176211e-05,9.48100555356324e-08,Laos
2019-05-04,14.119119057431801,1.36617845170051e-06,2.2041551737572697e-05,1.22750768896673e-07,Laos
2019-05-05,2.98157928604633,2.83043279480921e-07,4.62616281460271e-06,2.5324540339766203e-08,Laos
2019-05-06,1.2646734081208701,1.21304263522859e-07,1.98630256065258e-06,1.0935596775341099e-08,Laos
2019-05-07,3.1524811321869506,3.0455112587368697e-07,4.88886732163962e-06,2.74174776632163e-08,Laos
2019-05-08,4.47762743383646,4.28436326971315e-07,6.95846646969756e-06,3.84053975149845e-08,Laos
2019-05-09,3.4679921520873904,3.33801800200817e-07,5.38223920720782e-06,2.98766783743409e-08,Laos
2019-05-10,7.18839309178293,6.92552701631044e-07,1.11681463614843e-05,6.21602358336082e-08,Laos
2019-05-11,2.45309831574559,2.37876799591419e-07,3.83164170969508e-06,2.14002827264581e-08,Laos
2019-05-12,12.394325219094801,1.19927758079896e-06,1.9344024039469298e-05,1.07524651321578e-07,Laos
2019-05-13,2.37159129604697,2.29703812637538e-07,3.68427097541257e-06,2.05107843209706e-08,Laos
2019-05-14,0.799294633790851,7.65679386560691e-08,1.24304096971173e-06,6.9590160856059e-09,Laos
2019-05-15,0.8413627669215201,8.172982290943759e-08,1.3071152480392799e-06,7.32528020186418e-09,Laos
2019-05-16,0.5863246768713001,5.67807187934477e-08,9.09854723118997e-07,5.07537267768754e-09,Laos
2019-05-17,1.25415636133403,1.2173441954477197e-07,1.9798951491623e-06,1.09355967475855e-08,Laos
2019-05-18,7.18839316628873,6.93413008123756e-07,1.12001836729547e-05,6.23172067421018e-08,Laos
2019-05-19,15.7229667380452,1.51759374567018e-06,2.4514818234067103e-05,1.36564152306007e-07,Laos
2019-05-20,7.34089011698961,7.08898666879065e-07,1.14436658122941e-05,6.37822609450556e-08,Laos
2019-05-21,1.96142692677677,1.8926906286687e-07,3.04993558231104e-06,1.6952791309643398e-08,Laos
2019-05-22,0.45749099552631395,4.47363239786114e-08,7.112244766460659e-07,4.0289040714736e-09,Laos
2019-05-23,0.475895823910832,4.60267941537751e-08,7.304467573021609e-07,4.13355097372836e-09,Laos
2019-05-24,0.31288177147507695,3.0110986815046203e-08,4.80557083903932e-07,2.7208183484006604e-09,Laos
2019-05-25,0.41016433946788294,3.95744401693321e-08,6.21520495514005e-07,3.5056697267332696e-09,Laos
2019-05-26,0.899206453934312,8.689170571951621e-08,1.40322665664883e-06,7.796190984454828e-09,Laos
2019-05-27,0.39964731782674795,3.82839693280346e-08,6.279279141097049e-07,3.4010229632563895e-09,Laos
2019-05-28,0.699382791295648,6.71044853017833e-08,1.07644785884986e-06,6.01719440940229e-09,Laos
2019-05-29,0.147238485515118,1.41951792542727e-08,2.3066739984756197e-07,1.3080857785841e-09,Laos
2019-05-30,0.11042886227369302,1.07539239735388e-08,1.7300054366842198e-07,9.94145210597708e-10,Laos
2019-05-31,0.11042886227369302,1.07539239735388e-08,1.7300054366842198e-07,9.94145210597708e-10,Laos
2019-05-01,15.233924540691099,1.33176594341311e-06,2.1362363819221697e-05,1.19297420934916e-07,Myanmar
2019-05-02,4.22258939873427,3.74236553857266e-07,6.02298198337792e-06,3.3120731192382e-08,Myanmar
2019-05-03,4.1069020209834,3.74236558298158e-07,6.04220436173364e-06,3.33300254062863e-08,Myanmar
2019-05-04,1.75634475983679,1.5786760410030401e-07,2.53734136279604e-06,1.40226792538778e-08,Myanmar
2019-05-05,1.7274229163303998,1.66900898879163e-07,2.69752702486414e-06,1.50168246171312e-08,Myanmar
2019-05-06,5.11916654650122,4.3703947222306607e-07,6.97768870061566e-06,3.91379252895341e-08,Myanmar
2019-05-07,2.5109420083463196,2.35295855466333e-07,3.75475260128155e-06,2.09816955476505e-08,Myanmar
2019-05-08,19.0016522314399,1.83590988800386e-06,2.95574638222718e-05,1.6440021681496402e-07,Myanmar
2019-05-09,9.191888194531199,8.835423910280581e-07,1.4243711715877802e-05,7.916534973395621e-08,Myanmar
2019-05-10,9.76506658922881,9.463453097824369e-07,1.52432705196048e-05,8.50778970190591e-08,Myanmar
2019-05-11,5.5635112570598695,5.26942272482955e-07,8.52187875288735e-06,4.7509674139245594e-08,Myanmar
2019-05-12,3.95177574176341,3.8283969550079204e-07,6.138315681525341e-06,3.4533463796893e-08,Myanmar
2019-05-13,2.53986383788288,2.3615617261718603e-07,3.76116002698268e-06,2.10863423805163e-08,Myanmar
2019-05-14,1.58807220123708,1.53135876757027e-07,2.49248936334823e-06,1.3761062289674399e-08,Myanmar
2019-05-15,1.7037596208974701,1.5098509131839e-07,2.4284151063369597e-06,1.35517684018982e-08,Myanmar
2019-05-16,1.17790789436549,1.0969002256500099e-07,1.7812649133475102e-06,1.0098422036086702e-08,Myanmar
2019-05-17,2.4005131674930498,2.12067380545022e-07,3.38952920664326e-06,1.8941081640633203e-08,Myanmar
2019-05-18,3.70462539140135,3.41544623527756e-07,5.47194327360501e-06,3.12894109025241e-08,Myanmar
2019-05-19,7.72213268559426,7.187922732576621e-07,1.15654068952864e-05,6.45671129617664e-08,Myanmar
2019-05-20,6.0735874408856,5.6651671564989e-07,9.175436447961259e-06,5.1381608162648395e-08,Myanmar
2019-05-21,4.97192814201117,4.58977473583033e-07,7.406986384239639e-06,4.10215689611304e-08,Myanmar
2019-05-22,3.66518656816334,3.5057792235893004e-07,5.6257214744448405e-06,3.14987048180559e-08,Myanmar
2019-05-23,0.886060170829296,8.17298222433038e-08,1.31993009766518e-06,7.220633368998359e-09,Myanmar
2019-05-24,1.3409218844026298,1.29907397505846e-07,2.08882143937217e-06,1.16681247719352e-08,Myanmar
2019-05-25,0.210340689867735,1.50554935185454e-08,2.43482247697102e-07,1.3604091742003302e-09,Myanmar
2019-05-26,0.41805212944746,4.04347535454264e-08,6.59965053273481e-07,3.6103165873546705e-09,Myanmar
2019-05-27,1.18579566944391,1.1528206367295001e-07,1.8517465925072e-06,1.02553923825299e-08,Myanmar
2019-05-28,0.875543121248484,8.47409210580352e-08,1.38400437244002e-06,7.69154422097795e-09,Myanmar
2019-05-29,1.14109824597836,1.10550337772963e-07,1.7684500193127e-06,9.784481350139101e-09,Myanmar
2019-05-30,0.17878958769142603,1.80665924442991e-08,2.81926812562006e-07,1.62202629105934e-09,Myanmar
2019-05-31,0.720416862517595,6.7534642211875e-08,1.1020775545489401e-06,6.06951781195741e-09,Myanmar
2019-05-01,36.922679329291,2.99905431305758e-06,5.1534940762820704e-05,2.7072142801815e-07,Thailand
2019-05-02,9.215551531873642,6.88681293936622e-07,1.20908159946254e-05,6.18462936627373e-08,Thailand
2019-05-03,9.49425299093127,7.39009654304734e-07,1.2135668013613099e-05,6.597984521239389e-08,Thailand
2019-05-04,3.1130422307178396,2.17229263577146e-07,3.7163080257585096e-06,1.9411992402407198e-08,Thailand
2019-05-05,3.74669355526567,2.81322651840554e-07,4.8952746851682605e-06,2.5638480533052298e-08,Thailand
2019-05-06,5.7238960452377805,4.17252246531774e-07,6.91361447557881e-06,3.76728688314398e-08,Thailand
2019-05-07,3.58105023019016,1.9012937879647801e-07,3.93416051025497e-06,1.63249099377483e-08,Thailand
2019-05-08,3.75195208750665,2.26262559743784e-07,3.6970857699714105e-06,2.11386658247048e-08,Thailand
2019-05-09,0.5810661707073449,3.1401457989410604e-08,5.38223918766789e-07,2.87778863239385e-09,Thailand
2019-05-10,1.01226459164172,7.398699686245179e-08,1.2494483812020001e-06,6.69739899650246e-09,Thailand
2019-05-11,0.999118292704225,6.1082287117209e-08,1.06363299323675e-06,5.5986068975277795e-09,Thailand
2019-05-12,1.13321048766375,7.39869972510299e-08,1.2622632272751801e-06,6.9590160717281105e-09,Thailand
2019-05-13,0.283959936350584,2.62395741801313e-08,4.2289022772479294e-07,2.3545543154091e-09,Thailand
2019-05-14,0.094653308391571,2.5809417936173397e-09,3.20371373874195e-08,2.6161714461459e-10,Thailand
2019-05-15,0.7966653686016801,4.5166480666658495e-08,7.624838893605099e-07,4.0812275087232e-09,Thailand
2019-05-16,0.19456513971090303,9.89361015335533e-09,1.4737083731120003e-07,9.94145141208769e-10,Thailand
2019-05-17,1.23049304261804,7.61377822455778e-08,1.30070780990366e-06,6.95901616887262e-09,Thailand
2019-05-18,0.528480984270573,5.0328363587759404e-08,8.073359012428229e-07,4.5521383745805705e-09,Thailand
2019-05-19,2.48990793898702,1.77654824295992e-07,3.22293611709767e-06,1.58016759330137e-08,Thailand
2019-05-20,3.34704628679901,2.4734024889339105e-07,4.382680518943969e-06,2.2028164077536602e-08,Thailand
2019-05-21,1.74582773540169,1.4410258075692197e-07,2.3771556936225103e-06,1.30285341543024e-08,Thailand
2019-05-22,0.22611624374985698,1.8496749409902e-08,3.20371379203266e-07,1.7266731308640498e-09,Thailand
2019-05-23,0.591583196073771,1.59158073387289e-08,2.24259972370078e-07,1.4127325975721301e-09,Thailand
2019-05-24,0.7651142627000809,4.98982072327792e-08,8.714101529250229e-07,4.39516813915963e-09,Thailand
2019-05-25,0.0788777619600296,4.30156976705121e-09,6.40742783275527e-08,5.2323428922918e-10,Thailand
2019-05-26,0.326028071343899,1.72062782910487e-08,2.69111961159751e-07,1.56970287462643e-09,Thailand
2019-05-27,0.0394388809800148,8.60313931205781e-10,1.28148549549678e-08,1.0464686062139399e-10,Thailand
2019-05-28,0.39964732155203797,2.7960201265386803e-08,4.48519935858371e-07,2.51152464103566e-09,Thailand
2019-05-29,0.0893947966396809,2.1507847725033e-09,3.20371373874195e-08,2.09293721242787e-10,Thailand
2019-05-30,0.0893947966396809,3.01109881473138e-09,7.688913328252059e-08,3.1394058186418e-10,Thailand
2019-05-31,0.14197997003793697,3.87141263491486e-09,5.76668472973552e-08,3.6626400523598304e-10,Thailand
2019-05-01,2.31374762672931,1.37650225717767e-07,2.33871108257233e-06,1.2191359068103302e-08,Vietnam
2019-05-02,1.6827255384996498,1.0280751222557801e-07,1.68515346032905e-06,9.208923609782541e-09,Vietnam
2019-05-03,1.9877195097506002,1.0796939725610199e-07,1.7620425847297798e-06,9.73215787819504e-09,Vietnam
2019-05-04,0.80192388407886,3.8714125960570595e-08,6.15113039614812e-07,3.50566979612221e-09,Vietnam
2019-05-05,3.4206654988229306,1.84107178613502e-07,3.05634298847224e-06,1.61679398133496e-08,Vietnam
2019-05-06,1.53811631537974,1.27756615175834e-07,2.03115455121861e-06,1.13541844884435e-08,Vietnam
2019-05-07,4.15685791801661,3.21757401389178e-07,5.31175751206092e-06,2.8673239428622697e-08,Vietnam
2019-05-08,2.82645301707089,2.3056413089861397e-07,3.8957160182207005e-06,2.0510784362603997e-08,Vietnam
2019-05-09,2.96054522972554,2.6755762694285997e-07,4.28656901974023e-06,2.3964130610454303e-08,Vietnam
2019-05-10,1.47238485980779,1.39370850860132e-07,2.2554145147069e-06,1.26099467395724e-08,Vietnam
2019-05-11,1.24101008288562,1.1528206433908401e-07,1.85174662092891e-06,1.04123625832564e-08,Vietnam
2019-05-12,1.02278160117567,8.086950814556461e-08,1.3007078205618e-06,7.11598641817135e-09,Vietnam
2019-05-13,0.541627284139395,3.65633411325561e-08,5.8948333858666e-07,3.34869949825123e-09,Vietnam
2019-05-14,3.528465077281,2.46049781715829e-07,4.0623090811209295e-06,2.2656045518820696e-08,Vietnam
2019-05-15,2.55826865136623,1.67331055900277e-07,2.79363844235547e-06,1.5173794574996297e-08,Vietnam
2019-05-16,4.45396413560957,3.2132724708811e-07,5.1067198363341495e-06,2.8934856857731898e-08,Vietnam
2019-05-17,7.4723530951887405,5.62215145327727e-07,9.34202952684871e-06,4.98642285309825e-08,Vietnam
2019-05-18,7.406621617265049,6.92122546497309e-07,1.1187368693654801e-05,6.21079110155187e-08,Vietnam
2019-05-19,13.4460287215188,1.20702042288867e-06,1.9459357753604e-05,1.08571117402034e-07,Vietnam
2019-05-20,5.9973389534279695,5.561929425912379e-07,8.98962092854561e-06,4.98642284893491e-08,Vietnam
2019-05-21,3.5074310367927004,1.96581728562073e-07,3.2934177927046398e-06,1.7737642722670503e-08,Vietnam
2019-05-22,1.02804011851549,6.06521307622288e-08,1.02518842126642e-06,5.3369898223021295e-09,Vietnam
2019-05-23,2.9105893131345497,2.23251462594387e-07,3.70990059295195e-06,2.00921972254298e-08,Vietnam
2019-05-24,0.662573182955384,5.1618835816835704e-08,8.39373013761247e-07,4.6567852213241795e-09,Vietnam
2019-05-25,0.857138322666287,4.4736323756566796e-08,7.240393209428929e-07,4.0289041131069705e-09,Vietnam
2019-05-26,4.464481173083191,1.97872200680127e-07,3.33186237355676e-06,1.73713786064122e-08,Vietnam
2019-05-27,1.41454115882516,8.9472645847799e-08,1.39681922561863e-06,8.005484712636508e-09,Vietnam
2019-05-28,2.7554630795493704,1.80235766200632e-07,2.8769350421953302e-06,1.63249101042817e-08,Vietnam
2019-05-29,1.4671263396740002,1.2001379223747198e-07,1.928635747106e-06,1.06739798388933e-08,Vietnam
2019-05-30,0.8860601596534251,7.69980964543393e-08,1.25585581578491e-06,6.95901629377271e-09,Vietnam
2019-05-31,0.7098998427391049,3.9144282815151104e-08,6.08705637006324e-07,3.50566982387779e-09,Vietnam
2019-04-01,5.64756996929646,3.9340671253995705e-07,6.87926585207776e-06,3.50604708737601e-08,Cambodia
2019-04-02,1.1983883306384098,8.78303367812805e-08,1.51652494473353e-06,7.794722090004309e-09,Cambodia
2019-04-03,3.49838908389211,3.08870016618723e-07,5.06299722768944e-06,2.7660218497593797e-08,Cambodia
2019-04-04,0.8533882349729541,7.57536648410273e-08,1.22271679092734e-06,6.863773674425921e-09,Cambodia
2019-04-05,0.9495358020067209,5.96514374007207e-08,1.07729657727873e-06,5.17544307410134e-09,Cambodia
2019-04-06,1.9889350198209301,1.6504784230986198e-07,2.8549843769099e-06,1.46427170180652e-08,Cambodia
2019-04-07,2.07251428812742,1.51141372251029e-07,2.86388761949752e-06,1.32384047266121e-08,Cambodia
2019-04-08,4.987105313688519,3.84257723029524e-07,7.045460402643761e-06,3.3735052411276696e-08,Cambodia
2019-04-09,2.10142140090466,1.39430658852024e-07,2.9202750511103697e-06,1.1897207455313601e-08,Cambodia
2019-04-10,6.1333351694047495,4.37321883262065e-07,8.21772523273978e-06,3.8310901610827404e-08,Cambodia
2019-04-11,3.52855298668146,2.58733532321198e-07,4.95615785744974e-06,2.25005541976131e-08,Cambodia
2019-04-12,4.64022000133991,3.46929831918086e-07,6.16997133118247e-06,3.0610852422285895e-08,Cambodia
2019-04-13,3.9326241686940198,2.7629960314135e-07,5.41912827145552e-06,2.39364240789408e-08,Cambodia
2019-04-14,5.309482440352441,3.89747123158424e-07,7.5618504822294605e-06,3.37508316052004e-08,Cambodia
2019-04-15,2.32325205206871,1.67975517162411e-07,3.12505041755173e-06,1.4737389766872298e-08,Cambodia
2019-04-16,0.4863935895264149,4.28172896860257e-08,7.21165491324172e-07,3.85002472264029e-09,Cambodia
2019-04-17,3.57065680250525,3.0704021874994304e-07,5.08970707358003e-06,2.7660218435143798e-08,Cambodia
2019-04-18,1.06830633059144,8.27069007169889e-08,1.3414271524681003e-06,7.43180999379645e-09,Cambodia
2019-04-19,7.9940733760595295,6.56165805940079e-07,1.09747734371446e-05,5.84761948516088e-08,Cambodia
2019-04-20,7.647188048809769,5.998080108149399e-07,1.0262511348280199e-05,5.3253416086585e-08,Cambodia
2019-04-21,7.688035067170861,4.5049643768169096e-07,9.50573263658328e-06,3.8216229000798103e-08,Cambodia
2019-04-22,7.44860884919763,5.75654671014503e-07,1.01942528418775e-05,5.09339335361125e-08,Cambodia
2019-04-23,2.7216674759984,2.0749917115092699e-07,3.73640880235726e-06,1.8461184046747498e-08,Cambodia
2019-04-24,8.601751230657099,5.18564952034506e-07,9.671927176491119e-06,4.5206233312278204e-08,Cambodia
2019-04-25,2.78011013939977,1.40528541581197e-07,2.6620800364085497e-06,1.2275898547686699e-08,Cambodia
2019-04-26,11.5226265229285,6.228634802096791e-07,1.1238904056298801e-05,5.4578834271512595e-08,Cambodia
2019-04-27,7.6936908699572095,3.86087522286083e-07,6.34506915719868e-06,3.417685841278221e-08,Cambodia
2019-04-28,5.90584875643253,3.586405433742e-07,7.22055806878785e-06,3.08633127943381e-08,Cambodia
2019-04-29,16.2520813718438,1.07445778874116e-06,1.8557398409058103e-05,9.5098766424162e-08,Cambodia
2019-04-30,10.1363418363035,6.759276365009279e-07,1.1808713774375e-05,5.96438247610354e-08,Cambodia
2019-04-01,214.208615649492,2.0714418993816898e-05,0.00033410736393602004,1.85954615414263e-06,Laos
2019-04-02,61.9504555128515,5.99332262885e-06,9.66332076366427e-05,5.37646485290755e-07,Laos
2019-04-03,164.06043138355,1.58369075939913e-05,0.00025562497269682205,1.42185830231262e-06,Laos
2019-04-04,46.77296450734139,4.52875173695411e-06,7.2935650639927e-05,4.06177606597502e-07,Laos
2019-04-05,42.2131820805371,3.979080218874389e-06,6.525212236141441e-05,3.56237735782416e-07,Laos
2019-04-06,51.15050700679421,4.92508614452491e-06,7.964278523786558e-05,4.4207435176413203e-07,Laos
2019-04-07,62.2489533945918,6.01198655270085e-06,9.707837140382479e-05,5.39965966057931e-07,Laos
2019-04-08,109.51522339135401,1.0590142932698199e-05,0.000170770799671871,9.50466958353491e-07,Laos
2019-04-09,40.710012227296794,3.926016039768049e-06,6.34269500228157e-05,3.5227726245812295e-07,Laos
2019-04-10,254.94062243774502,2.4574562402957e-05,0.000397157406254678,2.20530677799008e-06,Laos
2019-04-11,91.03226763755079,8.7877912089418e-06,0.00014189747101323,7.88545021460085e-07,Laos
2019-04-12,406.007305722684,3.9283948364832205e-05,0.000633405882189741,3.52674886264226e-06,Laos
2019-04-13,118.75104659050699,1.14065990542422e-05,0.000184766753767107,1.0233649688634599e-06,Laos
2019-04-14,98.05543910712,9.45713155886541e-06,0.000152827728381766,8.485202011507259e-07,Laos
2019-04-15,78.38100682571529,7.42129752945297e-06,0.00012136354556613301,6.64618404491724e-07,Laos
2019-04-16,52.921381782740404,5.1029425914284105e-06,8.24473192224673e-05,4.5780580300997e-07,Laos
2019-04-17,131.71902848780198,1.2732471077026e-05,0.00020544906808250802,1.1429997468157e-06,Laos
2019-04-18,48.178102068603,4.66196108683814e-06,7.51852120863816e-05,4.1853239788475205e-07,Laos
2019-04-19,127.54069371148898,1.2328817635409698e-05,0.000198822059883419,1.1068505407219e-06,Laos
2019-04-20,56.113732635974905,5.41986374283376e-06,8.75281223118307e-05,4.8672832860322e-07,Laos
2019-04-21,111.714049298316,1.0803131448911e-05,0.00017424604686411298,9.70364016784908e-07,Laos
2019-04-22,43.6239746399224,4.21695407670786e-06,6.79913630348139e-05,3.7865939879477797e-07,Laos
2019-04-23,17.3706608451903,1.68195095945345e-06,2.7101577088295397e-05,1.50987240377098e-07,Laos
2019-04-24,20.2211536541581,1.94580792628463e-06,3.14997962549413e-05,1.74718540017771e-07,Laos
2019-04-25,23.988504290580696,2.3124995744972e-06,3.7375959450969296e-05,2.07427972770402e-07,Laos
2019-04-26,72.113818988204,6.9374987923254105e-06,0.000112329686510648,6.22536371716609e-07,Laos
2019-04-27,18.4025191776454,1.77783240562501e-06,2.8689328382292e-05,1.59618237773052e-07,Laos
2019-04-28,11.5169706605375,1.11581125505911e-06,1.79697819344682e-05,1.0000596991494e-07,Laos
2019-04-29,33.9036440737545,3.27973115132885e-06,5.28795336034449e-05,2.94416435779599e-07,Laos
2019-04-30,9.401095617562529,9.024567175774929e-07,1.4604343197888199e-05,8.0960971343691e-08,Laos
2019-04-01,148.274634536356,1.4247544577933301e-05,0.00023052069672902003,1.27793996580056e-06,Myanmar
2019-04-02,126.61001099646099,1.2066058594884e-05,0.00019607391584663999,1.08253543252418e-06,Myanmar
2019-04-03,62.293570689857,5.98929707390505e-06,9.700714493643399e-05,5.3788316423109e-07,Myanmar
2019-04-04,130.341540940106,1.2466418470746801e-05,0.000201585044134589,1.11912644534112e-06,Myanmar
2019-04-05,84.1705994084477,8.124672103648759e-06,0.00013107701952996798,7.295323462483409e-07,Myanmar
2019-04-06,224.856487907469,2.14950111865619e-05,0.00034893428865556697,1.92767897580493e-06,Myanmar
2019-04-07,56.435481198132,5.39388059248025e-06,8.72313462465524e-05,4.84282615013237e-07,Myanmar
2019-04-08,82.65423220023509,7.93364117679385e-06,0.00012799648749783898,7.1361154836691e-07,Myanmar
2019-04-09,65.76179570332171,6.26449879326252e-06,0.000100983942657784,5.62292952456522e-07,Myanmar
2019-04-10,112.793667599559,1.08539998593116e-05,0.000175439085077667,9.7383534913148e-07,Myanmar
2019-04-11,125.322386879474,1.1974934586017599e-05,0.00019335544778043,1.07545075188342e-06,Myanmar
2019-04-12,112.071618191898,1.0721156465332001e-05,0.00017290165160188702,9.66845345701239e-07,Myanmar
2019-04-13,254.578026603907,2.41731045535487e-05,0.000389476847836967,2.18296401318513e-06,Myanmar
2019-04-14,48.85993270576,4.68465063077628e-06,7.546121328827479e-05,4.22019511361199e-07,Myanmar
2019-04-15,110.833639893681,1.06867562306157e-05,0.000172305131798112,9.600131294223992e-07,Myanmar
2019-04-16,33.200447071343696,3.20470941658768e-06,5.16301068269609e-05,2.87647338916702e-07,Myanmar
2019-04-17,40.6383728422225,3.8524581448817805e-06,6.27117193676696e-05,3.45208364310734e-07,Myanmar
2019-04-18,81.29622669517991,7.732363321799609e-06,0.00012462214419528602,6.94298306777585e-07,Myanmar
2019-04-19,38.6569787599146,3.68667839120707e-06,5.9393764916482204e-05,3.32033072675264e-07,Myanmar
2019-04-20,83.2505988106132,7.81836383367818e-06,0.000125847829295367,7.01919464406175e-07,Myanmar
2019-04-21,22.1302798427641,2.1031706185503702e-06,3.39986493740341e-05,1.89140353015066e-07,Myanmar
2019-04-22,42.1453131176531,4.03836568879656e-06,6.505031357662011e-05,3.6291216638090207e-07,Myanmar
2019-04-23,21.2096510417759,2.02192754647501e-06,3.26572221511778e-05,1.81692764163882e-07,Myanmar
2019-04-24,35.9013767130673,3.3939105908154e-06,5.4651286074181e-05,3.0582450298056996e-07,Myanmar
2019-04-25,31.498697977513103,2.90279264181237e-06,4.68431110789425e-05,2.6083917435346105e-07,Myanmar
2019-04-26,22.891291026026,2.16904336122759e-06,3.50818815126885e-05,1.9526252395887802e-07,Myanmar
2019-04-27,42.8943843916059,4.00323357283017e-06,6.47327635237005e-05,3.5923570527313103e-07,Myanmar
2019-04-28,13.1250858791173,1.23511411342925e-06,1.99433418437422e-05,1.1071976789914201e-07,Myanmar
2019-04-29,28.621183238923503,2.63600799746411e-06,4.2355859509068895e-05,2.3636627185380502e-07,Myanmar
2019-04-30,12.7266705445945,1.1567987244776e-06,1.85930116034516e-05,1.03966446028669e-07,Myanmar
2019-04-01,23.208012346178304,1.99265075781496e-06,3.27581259129683e-05,1.79041926489515e-07,Thailand
2019-04-02,12.9572989568114,1.0565257603234501e-06,1.74326175288453e-05,9.45465084591091e-08,Thailand
2019-04-03,7.36440110206604,6.07859125256738e-07,9.930122177870261e-06,5.49417461595536e-08,Thailand
2019-04-04,5.83735147491097,4.464708812934589e-07,7.34520395884175e-06,4.00150105862862e-08,Thailand
2019-04-05,5.41442780941725,3.4985750843596897e-07,5.59422607171456e-06,3.12577824457261e-08,Thailand
